Q,B1,B2,B_even,B_odd,GST_even,GST_odd,mu_saddle,even_match_error,odd_match_error,decomposition_error,log_asymmetry,light_log_asymmetry
0.16499999999999998,0.02370104365391089,0.171832566490854,0.09776680507238242,-0.07406576141847154,0.09776680507238247,-0.07406576141847154,-0.34282825441539383,5.551115123125783e-17,0.0,2.7755575615628914e-17,-13.5946249583462,-13.713130176615753
0.16999999999999998,0.02767978290366349,0.18145635459068296,0.1045680687471732,-0.07688828584350971,0.1045680687471732,-0.07688828584350971,-0.35409252896224286,0.0,0.0,5.551115123125783e-17,-14.040679901140097,-14.163701158489712
0.175,0.031908831908831925,0.19145299145299144,0.11168091168091167,-0.07977207977207977,0.11168091168091171,-0.07977207977207977,-0.36544375427139614,4.163336342344337e-17,0.0,2.7755575615628914e-17,-14.490114843220521,-14.617750170855848
0.18,0.03639705882352942,0.20183823529411765,0.11911764705882352,-0.08272058823529412,0.11911764705882355,-0.08272058823529412,-0.37688590118819004,2.7755575615628914e-17,0.0,1.3877787807814457e-17,-14.943083106351132,-15.075436047527601
0.185,0.04115397984011124,0.21262889584057468,0.12689143784034296,-0.08573745800023172,0.12689143784034293,-0.08573745800023172,-0.3884230997182961,2.7755575615628914e-17,0.0,0.0,-15.399744055931475,-15.536923988731846
0.19,0.046189808321645626,0.2238429172510519,0.13501636278634876,-0.08882655446470314,0.13501636278634876,-0.08882655446470314,-0.4000596500560566,0.0,0.0,0.0,-15.860263515098737,-16.00238600224226
0.195,0.05151550890435194,0.2354994692770374,0.14350748909069466,-0.09199198018634273,0.14350748909069466,-0.09199198018634275,-0.4118000344786903,0.0,1.3877787807814457e-17,1.3877787807814457e-17,-16.324814210849464,-16.472001379147613
0.2,0.05714285714285716,0.2476190476190476,0.1523809523809524,-0.09523809523809523,0.1523809523809524,-0.09523809523809525,-0.42364893019360184,0.0,1.3877787807814457e-17,2.7755575615628914e-17,-16.793576255363117,-16.945957207744073
0.20500000000000002,0.06308450534920063,0.2602235845654526,0.16165404495732663,-0.09856953960812599,0.16165404495732663,-0.09856953960812599,-0.4356112232362245,0.0,0.0,4.163336342344337e-17,-17.266737666075976,-17.424448929448978
0.21000000000000002,0.06935405536668285,0.2733365711510442,0.17134531325886357,-0.10199125789218068,0.17134531325886357,-0.10199125789218069,-0.44769202352742077,0.0,1.3877787807814457e-17,4.163336342344337e-17,-17.744494928469337,-17.907680941096828
